age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,OperatingSystems,Browser,Region,TrafficType,Weekend
54,blue-collar,married,secondary,no,1127,no,yes,unknown,27,may,247,2,1,2,9,1,FALSE
22,management,married,secondary,no,2603,no,no,cellular,9,may,1976,4,3,2,1,9,FALSE
70,services,married,tertiary,no,959,no,no,cellular,17,may,235,6,1,2,1,3,FALSE
53,technician,married,primary,no,13802,no,yes,unknown,14,aug,347,1,3,1,3,8,FALSE
77,unemployed,divorced,secondary,no,114,no,no,cellular,4,nov,475,3,2,2,1,2,TRUE
84,technician,married,secondary,no,1794,no,no,cellular,18,oct,13,22,3,4,1,8,FALSE
19,technician,single,primary,no,574,yes,no,unknown,1,jun,21,4,2,2,8,5,FALSE
83,entrepreneur,single,secondary,no,378,yes,no,cellular,19,aug,224,4,2,2,3,3,TRUE
29,management,married,tertiary,no,1193,yes,no,cellular,18,may,261,1,2,2,1,3,TRUE
62,technician,married,tertiary,no,47,no,no,cellular,16,jul,1086,3,8,1,3,8,TRUE
19,blue-collar,single,secondary,no,787,no,no,cellular,3,may,112,2,8,1,1,2,TRUE
27,retired,married,secondary,no,702,no,no,cellular,9,apr,160,2,2,5,1,1,FALSE
52,technician,married,secondary,no,403,no,yes,cellular,30,jul,486,3,1,2,1,3,FALSE
23,services,married,secondary,no,11082,no,no,cellular,12,jul,183,2,2,2,1,1,FALSE
84,housemaid,married,tertiary,yes,364,yes,no,cellular,21,aug,76,2,2,2,3,1,FALSE
47,management,married,secondary,no,3229,no,no,cellular,21,jul,467,4,1,2,4,2,TRUE
37,blue-collar,single,secondary,no,3255,no,no,cellular,7,may,25,3,1,2,1,6,FALSE
70,services,married,tertiary,no,167,yes,yes,cellular,6,apr,66,6,5,6,2,11,FALSE
70,management,single,secondary,no,151,no,no,cellular,13,jul,122,1,2,1,4,5,FALSE
33,technician,single,secondary,no,48,yes,no,unknown,11,jun,181,1,2,2,7,13,FALSE
42,blue-collar,single,secondary,no,2973,no,no,cellular,20,jul,202,4,3,1,7,1,FALSE
50,services,single,tertiary,no,805,no,no,cellular,13,aug,189,4,2,2,1,11,FALSE
39,blue-collar,single,secondary,no,88,yes,no,cellular,28,may,97,1,3,2,3,3,FALSE
50,services,single,primary,no,1559,yes,no,unknown,29,may,88,1,3,2,1,3,FALSE
40,management,married,tertiary,no,217,yes,no,cellular,16,may,136,1,1,1,4,10,FALSE
34,blue-collar,married,tertiary,no,1,yes,no,cellular,16,aug,159,7,1,2,1,1,FALSE
60,blue-collar,single,secondary,no,0,no,yes,cellular,17,may,94,1,2,2,1,2,FALSE
23,blue-collar,married,secondary,no,397,no,no,cellular,16,may,233,7,3,2,1,1,FALSE
19,technician,married,tertiary,no,112,yes,no,unknown,14,nov,385,3,2,2,7,13,FALSE
22,blue-collar,married,tertiary,no,3482,no,no,cellular,15,may,448,1,1,6,2,2,TRUE
60,admin.,single,primary,no,640,yes,no,cellular,13,sep,779,12,1,3,3,2,FALSE
23,technician,divorced,unknown,no,885,no,no,cellular,20,apr,150,2,2,2,4,13,TRUE
84,blue-collar,married,secondary,no,2070,yes,no,cellular,21,apr,134,1,3,1,1,1,FALSE
79,housemaid,married,secondary,no,119,yes,no,cellular,3,apr,71,2,2,2,4,11,TRUE
55,student,married,secondary,no,716,no,no,cellular,9,aug,77,3,3,4,1,2,FALSE
84,admin.,married,primary,no,403,yes,no,cellular,15,apr,314,1,1,2,2,13,TRUE
44,blue-collar,single,secondary,no,634,yes,no,unknown,30,aug,96,1,1,2,2,2,FALSE
19,technician,single,tertiary,no,73,yes,yes,telephone,6,may,197,1,4,1,1,1,FALSE
53,housemaid,married,secondary,no,184,no,no,telephone,5,sep,20,5,1,7,8,2,TRUE
80,services,single,tertiary,no,2965,yes,no,cellular,29,feb,346,4,1,1,8,4,FALSE
19,admin.,married,tertiary,no,764,no,no,cellular,15,may,235,2,2,1,1,5,FALSE
84,self-employed,married,tertiary,no,771,yes,no,cellular,11,may,106,1,4,1,7,2,FALSE
51,management,married,tertiary,no,938,no,no,telephone,15,feb,427,30,2,2,4,3,FALSE
85,housemaid,married,tertiary,no,1,no,no,cellular,17,aug,648,1,3,2,6,13,FALSE
30,admin.,divorced,secondary,no,740,yes,yes,cellular,17,apr,89,1,1,1,3,3,FALSE
61,unemployed,married,tertiary,no,3666,yes,no,cellular,19,may,84,1,2,1,6,8,FALSE
34,technician,married,tertiary,no,2424,yes,no,cellular,23,may,82,2,1,2,1,3,FALSE
19,services,single,secondary,no,834,no,no,cellular,12,dec,72,2,2,2,1,1,FALSE
36,technician,married,tertiary,no,102,no,no,unknown,28,jul,129,2,3,2,1,2,FALSE
47,technician,married,tertiary,no,2478,yes,no,telephone,3,may,93,2,3,2,1,4,FALSE
84,technician,married,tertiary,yes,623,yes,no,cellular,14,jun,77,8,1,1,1,1,FALSE
66,admin.,single,secondary,no,111,yes,no,cellular,16,mar,597,2,3,5,1,2,FALSE
36,admin.,single,tertiary,no,1019,yes,no,cellular,27,jun,308,2,2,5,1,13,FALSE
84,services,married,tertiary,no,-112,yes,no,telephone,20,jun,179,1,7,2,7,2,TRUE
24,blue-collar,married,secondary,no,1,no,no,cellular,4,apr,80,2,2,2,8,4,FALSE
19,technician,married,tertiary,no,4026,yes,no,cellular,9,may,59,1,3,1,2,2,FALSE
27,self-employed,married,tertiary,no,214,yes,no,cellular,5,may,25,2,3,2,4,20,FALSE
52,management,married,secondary,no,163,yes,no,telephone,22,jun,210,2,3,1,2,7,TRUE
39,management,single,secondary,no,1316,yes,no,cellular,26,may,217,7,8,1,3,2,FALSE
78,retired,divorced,tertiary,no,361,yes,no,cellular,14,aug,138,1,2,2,1,13,TRUE
84,management,divorced,tertiary,no,1044,yes,no,cellular,16,feb,456,2,2,2,7,2,FALSE
61,technician,married,secondary,no,1405,no,no,cellular,15,feb,67,1,1,2,1,2,TRUE
19,blue-collar,married,tertiary,no,5655,no,no,unknown,9,jun,107,1,3,2,1,2,FALSE
36,management,married,tertiary,no,118,yes,no,cellular,12,may,247,1,2,6,3,2,TRUE
52,technician,married,secondary,no,584,no,no,cellular,30,aug,337,3,2,2,6,6,TRUE
28,management,divorced,unknown,no,1069,no,no,cellular,14,may,828,1,3,2,6,2,FALSE
37,management,married,tertiary,no,222,no,no,unknown,29,nov,276,1,4,2,1,2,FALSE
70,blue-collar,divorced,secondary,no,348,no,no,cellular,9,aug,749,1,1,2,1,4,FALSE
84,blue-collar,single,primary,no,1281,no,no,cellular,19,mar,707,2,2,2,2,3,TRUE
37,services,married,unknown,no,113,yes,no,cellular,20,dec,796,2,3,1,1,6,TRUE
36,management,married,secondary,no,343,yes,no,unknown,17,jun,257,2,1,2,6,2,FALSE
53,management,married,secondary,no,578,no,no,cellular,20,jun,86,1,1,2,4,2,TRUE
31,entrepreneur,married,secondary,no,3086,no,no,unknown,5,aug,319,2,2,1,4,13,FALSE
53,services,married,secondary,no,195,yes,no,cellular,20,may,175,1,1,1,5,3,FALSE
84,technician,married,secondary,no,75,yes,no,cellular,19,apr,252,3,2,1,1,11,FALSE
84,services,married,secondary,no,22,yes,no,telephone,8,may,199,3,2,10,3,20,TRUE
39,management,married,secondary,no,2557,no,no,cellular,6,aug,881,1,3,2,3,3,FALSE
62,technician,married,secondary,no,1260,yes,no,unknown,8,may,787,2,1,2,1,10,FALSE
45,blue-collar,married,unknown,no,869,no,no,cellular,22,apr,133,2,2,2,3,1,FALSE
38,blue-collar,married,tertiary,no,0,no,no,cellular,14,jul,201,1,3,2,3,13,FALSE
59,technician,married,tertiary,no,767,no,yes,cellular,17,apr,376,2,2,2,1,3,TRUE
69,technician,single,secondary,no,47,no,no,telephone,22,oct,428,8,2,2,4,2,FALSE
84,services,married,tertiary,no,71,yes,no,cellular,24,jul,21,3,3,2,1,10,TRUE
19,admin.,single,unknown,no,385,no,no,cellular,26,apr,476,2,2,2,1,2,FALSE
84,admin.,married,tertiary,no,1617,no,no,cellular,12,jun,942,1,2,2,2,2,FALSE
57,management,married,secondary,no,0,yes,no,cellular,12,jun,93,12,3,4,4,2,FALSE
70,services,married,tertiary,no,14,yes,no,cellular,14,jul,384,1,3,2,1,2,TRUE
19,retired,divorced,secondary,no,206,yes,no,unknown,6,jul,338,2,1,2,6,9,TRUE
40,services,married,secondary,no,189,no,no,unknown,22,may,74,5,2,2,1,3,FALSE
82,services,married,primary,no,1,no,no,unknown,18,may,97,2,2,2,3,1,FALSE
31,blue-collar,single,primary,no,-208,yes,no,cellular,7,nov,889,2,1,2,1,13,TRUE
54,management,single,primary,no,708,no,yes,cellular,6,aug,140,1,2,4,4,2,FALSE
35,technician,married,primary,no,1,no,no,cellular,12,jun,79,1,2,4,1,2,FALSE
58,retired,married,tertiary,no,45,no,no,cellular,3,feb,40,6,3,1,1,2,FALSE
19,entrepreneur,married,secondary,no,7712,no,yes,cellular,27,feb,74,1,2,2,3,5,FALSE
59,retired,married,secondary,no,21,yes,no,unknown,8,aug,74,1,3,3,4,2,FALSE
19,admin.,married,secondary,no,462,yes,yes,cellular,29,may,264,2,2,4,7,8,FALSE
38,retired,married,secondary,no,195,yes,no,unknown,23,nov,508,1,2,2,3,3,FALSE
84,self-employed,married,tertiary,no,27,yes,no,cellular,12,may,50,4,1,2,6,2,TRUE
52,technician,single,secondary,no,695,no,no,unknown,12,apr,81,2,2,2,1,5,FALSE
71,housemaid,married,secondary,no,148,no,no,unknown,20,jul,338,1,2,4,7,2,FALSE
84,blue-collar,married,secondary,no,679,yes,no,cellular,21,may,148,1,3,2,5,9,FALSE
31,management,married,primary,no,282,yes,no,telephone,17,feb,186,2,2,2,2,1,FALSE
50,services,single,tertiary,no,1158,yes,yes,unknown,17,aug,77,1,1,1,1,2,FALSE
53,technician,single,secondary,no,306,yes,no,cellular,20,jul,149,7,2,2,3,13,TRUE
84,admin.,divorced,tertiary,no,4180,no,no,cellular,14,jul,173,22,2,2,4,2,FALSE
41,blue-collar,married,secondary,no,-131,no,no,unknown,13,may,490,1,2,2,1,6,FALSE
61,management,married,primary,no,997,yes,no,cellular,5,jul,902,1,2,2,1,3,FALSE
81,management,single,unknown,no,-314,yes,no,cellular,5,mar,462,4,3,1,1,2,FALSE
63,blue-collar,married,tertiary,no,125,yes,no,cellular,28,may,395,1,2,2,3,3,TRUE
51,entrepreneur,married,secondary,no,574,no,no,cellular,20,oct,93,1,2,12,1,2,FALSE
70,entrepreneur,single,unknown,no,342,yes,no,cellular,13,feb,162,4,1,3,7,3,FALSE
50,blue-collar,married,secondary,no,35,no,no,cellular,22,feb,122,3,2,4,1,1,FALSE
64,admin.,single,secondary,no,2947,yes,no,cellular,4,may,338,2,1,2,4,7,FALSE
44,blue-collar,married,secondary,no,75,no,no,unknown,19,may,261,8,3,8,1,14,FALSE
46,management,married,primary,no,6390,no,no,unknown,18,aug,71,4,1,4,1,2,FALSE
27,unknown,married,secondary,no,18,no,no,cellular,2,may,126,1,2,2,6,2,FALSE
45,student,married,tertiary,no,261,yes,no,cellular,30,jul,351,1,2,2,3,13,FALSE
84,services,married,secondary,no,3167,yes,no,telephone,18,feb,116,2,2,2,4,2,TRUE
33,management,married,secondary,no,482,yes,no,unknown,17,nov,382,1,1,2,7,2,TRUE
19,entrepreneur,divorced,secondary,no,869,yes,no,cellular,20,may,60,2,2,1,3,1,FALSE
31,technician,married,tertiary,no,160,yes,no,unknown,10,jun,160,3,1,2,1,11,FALSE
36,entrepreneur,single,tertiary,no,1788,yes,no,unknown,21,jul,271,6,2,2,1,2,FALSE
24,blue-collar,single,secondary,no,4383,yes,no,cellular,21,jun,24,3,1,2,2,2,FALSE
47,management,single,secondary,no,-428,yes,no,cellular,29,aug,206,1,1,2,1,20,FALSE
38,self-employed,single,secondary,no,257,no,yes,cellular,2,feb,102,7,7,2,1,1,FALSE
19,blue-collar,married,secondary,yes,9531,no,no,unknown,19,jun,233,1,2,2,1,3,FALSE
62,management,married,secondary,no,230,yes,no,cellular,16,may,223,4,2,2,1,6,FALSE
70,services,divorced,secondary,no,87,yes,no,telephone,21,aug,123,2,2,2,6,2,FALSE
84,retired,married,primary,no,369,no,no,cellular,27,aug,1781,1,1,2,3,4,FALSE
84,retired,single,primary,no,329,yes,no,cellular,25,may,516,1,1,5,4,2,TRUE
50,services,single,secondary,no,178,yes,no,cellular,13,mar,18,3,1,2,7,11,FALSE
19,admin.,single,tertiary,no,586,no,no,cellular,19,aug,104,8,2,2,3,2,FALSE
77,technician,single,primary,no,769,yes,no,cellular,21,jul,180,1,2,4,3,3,FALSE
58,technician,single,primary,no,156,yes,no,unknown,30,feb,210,1,2,2,4,10,FALSE
69,blue-collar,married,primary,no,126,no,no,cellular,12,jun,747,1,2,1,3,3,TRUE
84,unemployed,single,secondary,yes,207,no,yes,cellular,22,nov,195,12,3,2,1,1,FALSE
66,unemployed,single,primary,no,3353,no,no,unknown,20,may,394,3,2,2,6,1,FALSE
20,management,married,tertiary,no,436,yes,no,cellular,4,may,261,1,3,2,3,14,TRUE
35,blue-collar,married,secondary,no,1554,yes,no,cellular,18,jul,85,1,3,2,1,1,FALSE
84,blue-collar,married,tertiary,no,679,yes,no,cellular,11,apr,528,3,1,2,8,3,FALSE
84,management,married,primary,no,282,yes,no,cellular,10,jul,85,1,1,2,6,2,FALSE
19,management,single,tertiary,no,175,no,yes,cellular,11,aug,1174,30,2,2,6,2,TRUE
69,technician,single,primary,no,106,yes,no,unknown,6,feb,72,1,3,1,1,4,FALSE
27,admin.,single,secondary,no,416,no,no,cellular,21,aug,104,1,2,1,4,2,FALSE
19,student,married,primary,no,3561,yes,yes,unknown,4,jan,230,4,2,2,7,3,FALSE
36,blue-collar,married,secondary,no,-118,yes,yes,cellular,6,may,238,2,1,1,9,1,FALSE
23,blue-collar,married,primary,no,318,yes,no,cellular,29,may,13,1,2,5,2,13,FALSE
50,admin.,married,secondary,yes,9598,no,no,cellular,2,may,192,3,2,2,1,14,FALSE
19,blue-collar,married,tertiary,no,259,no,no,cellular,9,jan,57,1,2,1,4,1,FALSE
67,blue-collar,divorced,unknown,no,156,yes,yes,cellular,11,jul,248,1,2,2,7,2,TRUE
41,management,married,secondary,no,-128,yes,no,cellular,4,apr,17,5,2,5,1,20,FALSE
27,blue-collar,single,secondary,no,2470,no,no,unknown,6,oct,150,2,2,2,1,2,FALSE
84,admin.,single,primary,no,728,no,no,cellular,13,apr,109,1,2,2,2,1,FALSE
52,technician,single,secondary,no,29602,no,no,cellular,3,aug,122,4,3,2,1,7,FALSE
19,self-employed,married,secondary,no,606,yes,yes,cellular,4,aug,76,1,1,2,1,2,FALSE
50,management,single,secondary,no,145,no,no,unknown,26,may,99,3,1,2,1,3,FALSE
60,technician,married,primary,no,1929,yes,no,unknown,20,aug,2307,2,3,1,1,1,FALSE
84,unknown,single,primary,no,2502,no,no,cellular,21,may,99,1,3,2,7,2,FALSE
65,management,single,tertiary,no,1103,no,yes,cellular,8,feb,286,1,1,2,1,2,FALSE
56,blue-collar,married,secondary,no,9862,no,no,cellular,20,may,481,1,2,4,3,10,FALSE
19,admin.,married,secondary,no,132,no,no,cellular,14,jun,305,8,1,1,2,13,FALSE
84,admin.,married,unknown,no,891,yes,no,unknown,27,jan,233,1,6,2,2,11,TRUE
64,admin.,married,secondary,no,118,no,no,cellular,23,jul,177,3,2,2,3,2,TRUE
84,unemployed,married,tertiary,no,20,no,no,cellular,21,nov,67,3,4,1,1,3,FALSE
50,blue-collar,married,secondary,no,55,yes,no,cellular,13,feb,82,1,3,13,3,13,FALSE
19,blue-collar,married,secondary,no,1,yes,no,unknown,11,may,415,3,2,2,3,13,FALSE
24,management,married,unknown,no,298,no,no,cellular,22,may,611,1,2,2,7,1,FALSE
84,unemployed,single,primary,no,171,yes,yes,cellular,3,aug,315,2,2,2,9,13,FALSE
19,entrepreneur,single,secondary,no,-207,yes,yes,telephone,19,nov,155,22,2,2,8,4,TRUE
64,services,married,secondary,yes,234,yes,no,telephone,2,aug,33,2,2,2,6,5,FALSE
54,technician,divorced,tertiary,no,2664,no,yes,unknown,28,may,48,3,2,10,6,1,FALSE
19,technician,married,primary,no,0,yes,no,unknown,2,nov,221,1,1,1,2,2,FALSE
19,blue-collar,married,secondary,no,664,yes,no,cellular,16,may,803,1,2,4,3,11,FALSE
52,technician,single,unknown,no,414,yes,no,unknown,28,jul,917,2,2,4,9,3,FALSE
56,blue-collar,divorced,secondary,no,6662,yes,no,unknown,23,aug,200,3,1,2,1,3,FALSE
58,technician,single,tertiary,no,1699,no,no,unknown,15,feb,328,2,1,4,6,5,FALSE
19,management,single,primary,no,12487,no,no,cellular,17,nov,69,5,2,2,3,8,TRUE
38,technician,married,tertiary,no,708,no,no,cellular,9,aug,137,1,2,2,9,2,FALSE
28,admin.,married,tertiary,no,666,yes,no,cellular,9,apr,189,2,3,2,1,3,FALSE
79,blue-collar,married,secondary,no,-305,no,no,unknown,14,may,260,2,1,2,1,4,FALSE
47,housemaid,married,primary,no,0,no,no,cellular,7,jun,488,2,3,2,3,2,TRUE
43,admin.,single,secondary,no,348,no,no,cellular,3,feb,133,1,3,4,1,2,FALSE
19,services,married,secondary,no,394,no,no,cellular,14,jul,59,4,3,1,8,13,FALSE
24,unknown,divorced,secondary,no,340,yes,no,cellular,28,may,215,1,3,10,1,2,FALSE
58,technician,married,secondary,no,84,yes,no,cellular,27,may,582,3,2,13,5,2,FALSE
43,blue-collar,married,secondary,no,18,yes,no,unknown,20,feb,129,1,2,2,5,3,TRUE
39,blue-collar,married,primary,no,659,yes,no,cellular,11,may,53,2,1,1,3,1,TRUE
19,blue-collar,single,tertiary,no,456,no,no,cellular,12,jul,363,4,2,2,4,2,FALSE
69,blue-collar,married,secondary,no,163,no,no,unknown,13,may,265,2,2,2,1,13,TRUE
30,blue-collar,married,secondary,no,328,yes,no,cellular,29,nov,135,2,2,2,1,20,FALSE
74,services,married,unknown,no,-212,yes,yes,cellular,18,feb,99,1,1,2,7,3,FALSE
22,technician,married,primary,no,5639,yes,no,unknown,4,jul,79,8,1,2,1,4,FALSE
51,admin.,married,tertiary,no,805,yes,no,cellular,7,nov,5,1,1,1,3,1,FALSE
41,management,married,secondary,no,1896,yes,no,cellular,27,feb,220,1,3,1,3,6,FALSE
19,student,married,secondary,no,-421,yes,no,cellular,30,aug,206,2,1,2,1,2,FALSE
19,self-employed,divorced,tertiary,yes,1548,yes,no,cellular,7,may,313,2,2,1,1,13,TRUE
53,blue-collar,divorced,secondary,no,10331,no,no,cellular,18,nov,110,5,6,1,1,2,FALSE
67,management,married,primary,no,1,yes,no,cellular,9,aug,227,2,1,2,1,6,FALSE
68,technician,single,primary,no,4512,no,no,cellular,17,apr,209,1,2,2,1,4,TRUE
84,admin.,single,secondary,no,0,no,no,cellular,23,may,368,22,2,2,6,1,FALSE
64,technician,single,secondary,no,2440,no,no,cellular,5,jun,68,2,3,1,1,4,FALSE
33,technician,married,secondary,no,925,yes,no,cellular,29,jan,73,1,1,3,1,3,FALSE
48,admin.,married,tertiary,no,6350,no,yes,unknown,27,may,187,1,2,2,1,1,FALSE
56,technician,married,primary,no,1469,yes,no,cellular,18,nov,229,3,3,2,2,2,FALSE
36,management,married,secondary,no,1270,no,no,cellular,3,may,321,3,2,2,3,13,FALSE
84,admin.,married,tertiary,no,104,yes,no,cellular,20,jan,566,7,1,2,1,10,FALSE
61,admin.,married,secondary,no,492,yes,no,unknown,20,may,67,2,2,2,1,4,TRUE
36,management,married,secondary,no,7092,yes,no,unknown,31,may,5,5,2,2,4,6,TRUE
33,management,single,secondary,no,1268,yes,yes,cellular,6,jul,131,1,3,1,3,1,FALSE
84,management,married,primary,no,-17,no,no,cellular,20,feb,74,1,2,2,1,3,FALSE
84,retired,married,tertiary,no,393,no,yes,unknown,5,aug,586,2,2,2,3,4,FALSE
63,blue-collar,married,tertiary,no,0,no,no,cellular,22,jul,129,1,2,1,4,1,FALSE
75,blue-collar,married,tertiary,no,554,yes,no,telephone,16,jun,34,1,2,2,3,2,FALSE
34,technician,single,secondary,no,955,yes,no,telephone,21,feb,398,4,2,2,1,1,TRUE
25,admin.,single,tertiary,no,624,yes,no,cellular,28,jul,676,1,2,2,6,2,FALSE
30,blue-collar,married,primary,no,4226,yes,no,cellular,24,may,647,1,2,2,1,8,TRUE
32,management,married,primary,no,94,no,no,cellular,19,may,197,2,1,2,1,3,FALSE
32,technician,married,tertiary,no,555,yes,no,unknown,6,nov,303,1,3,2,2,2,FALSE
81,blue-collar,married,tertiary,no,142,yes,no,cellular,19,apr,510,1,8,2,3,2,FALSE
32,services,single,secondary,no,870,no,no,unknown,21,may,2266,9,2,2,2,2,FALSE
83,blue-collar,single,secondary,no,6581,no,no,cellular,11,nov,380,4,3,1,1,6,FALSE
64,housemaid,divorced,secondary,no,1014,no,no,unknown,21,dec,93,3,1,2,1,1,FALSE
34,technician,married,secondary,no,1,yes,no,unknown,17,may,349,1,3,2,2,1,TRUE
38,blue-collar,married,tertiary,no,-110,no,yes,cellular,18,feb,116,6,1,2,1,1,FALSE
84,services,married,secondary,no,217,no,no,cellular,15,aug,216,1,1,2,2,2,TRUE
45,blue-collar,married,secondary,no,411,yes,no,cellular,30,may,794,5,2,1,2,6,TRUE
84,admin.,divorced,secondary,no,1155,yes,no,unknown,27,may,103,2,2,2,1,2,FALSE
79,technician,single,secondary,no,308,no,no,cellular,15,jul,218,7,3,2,1,6,FALSE
49,management,married,tertiary,no,153,no,no,cellular,28,nov,27,1,1,2,6,2,FALSE
47,retired,married,tertiary,no,1709,yes,no,cellular,27,apr,150,2,3,1,3,2,FALSE
47,technician,married,secondary,no,-153,no,no,cellular,5,jul,95,4,2,2,4,1,FALSE
28,management,single,secondary,no,679,no,no,cellular,20,aug,252,2,2,2,3,3,TRUE
77,retired,married,secondary,no,8240,no,no,cellular,18,nov,77,1,2,2,1,13,FALSE
63,management,single,secondary,no,1,yes,no,cellular,18,may,450,1,4,1,1,1,TRUE
84,blue-collar,single,primary,no,128,yes,no,cellular,7,jan,317,3,3,1,1,20,FALSE
54,housemaid,single,secondary,no,649,no,no,cellular,29,oct,444,5,2,2,6,2,FALSE
19,admin.,married,primary,no,1382,yes,no,cellular,2,jul,387,1,1,2,1,1,TRUE
80,technician,single,secondary,no,1281,yes,no,cellular,13,jan,651,22,2,2,3,6,FALSE
23,services,married,primary,no,3444,yes,no,cellular,29,nov,472,2,2,2,1,3,FALSE
71,management,single,tertiary,no,113,no,no,unknown,15,nov,79,1,2,6,3,2,TRUE
33,technician,married,tertiary,no,1666,yes,yes,cellular,10,aug,358,1,4,13,2,1,TRUE
51,self-employed,married,tertiary,yes,215,no,no,cellular,16,aug,130,1,2,2,7,3,FALSE
60,blue-collar,married,secondary,no,4152,yes,no,unknown,6,jul,193,7,2,10,3,2,FALSE
23,services,married,secondary,no,150,yes,no,cellular,16,may,152,1,1,8,1,3,TRUE
26,blue-collar,single,primary,no,39,no,no,cellular,28,feb,187,1,3,2,2,2,FALSE
81,services,married,unknown,no,3624,yes,no,cellular,8,may,64,1,2,1,4,2,FALSE
81,blue-collar,married,tertiary,no,-1,no,no,unknown,8,jan,166,1,2,1,4,6,FALSE
38,admin.,married,secondary,no,407,no,no,cellular,22,may,51,2,1,2,8,1,FALSE
19,admin.,married,tertiary,no,233,no,no,cellular,26,may,998,1,1,1,1,1,FALSE
75,blue-collar,single,tertiary,no,0,no,no,cellular,21,aug,185,1,2,1,1,2,FALSE
82,technician,married,primary,no,2673,yes,no,cellular,14,apr,441,1,1,2,5,1,FALSE
84,management,married,tertiary,no,3839,yes,yes,cellular,5,aug,6,1,1,2,1,1,FALSE
49,admin.,single,primary,no,304,yes,no,cellular,13,jul,177,3,5,8,8,3,FALSE
19,housemaid,married,secondary,no,-89,no,no,telephone,29,aug,167,4,2,2,4,2,TRUE
68,blue-collar,married,secondary,yes,-462,no,no,cellular,25,aug,57,1,1,4,2,1,FALSE
39,blue-collar,single,tertiary,no,-164,yes,no,cellular,19,may,603,1,2,2,1,3,FALSE
37,admin.,single,secondary,no,1531,no,no,cellular,11,apr,218,3,1,2,1,2,FALSE
27,technician,married,unknown,no,599,no,no,cellular,11,nov,1116,3,4,8,3,3,FALSE
64,retired,married,secondary,no,814,yes,no,cellular,6,aug,89,1,2,2,1,2,FALSE
24,management,single,tertiary,no,677,no,no,cellular,18,aug,31,1,2,2,3,1,FALSE
46,blue-collar,married,tertiary,no,238,no,no,unknown,5,may,109,1,2,2,1,6,FALSE
83,retired,single,secondary,no,364,no,no,cellular,9,nov,17,1,3,2,1,2,TRUE
61,management,single,primary,no,350,yes,yes,cellular,2,apr,201,4,3,2,1,20,FALSE
19,blue-collar,married,secondary,no,0,yes,no,cellular,20,aug,47,1,2,12,4,2,FALSE
34,blue-collar,married,primary,no,608,no,no,cellular,6,may,196,11,1,2,2,2,TRUE
84,management,single,secondary,yes,276,yes,no,cellular,5,aug,414,2,2,2,3,2,FALSE
84,blue-collar,single,secondary,no,1355,yes,no,unknown,20,may,155,4,2,2,3,1,FALSE
31,management,married,secondary,no,5607,yes,no,unknown,12,may,63,2,3,2,3,15,FALSE
51,management,married,tertiary,no,2459,yes,yes,cellular,21,may,669,9,2,2,1,2,TRUE
84,admin.,married,tertiary,no,0,no,no,cellular,16,may,190,1,4,1,1,2,FALSE
47,technician,single,tertiary,no,308,yes,no,cellular,15,jun,151,2,3,1,9,3,TRUE
61,management,married,primary,no,860,yes,no,cellular,12,nov,53,2,2,7,6,10,TRUE
60,blue-collar,married,primary,no,168,yes,no,cellular,11,aug,89,1,4,2,4,3,FALSE
69,technician,married,secondary,no,233,yes,no,cellular,15,nov,79,1,3,2,2,11,TRUE
51,blue-collar,divorced,secondary,no,5515,no,no,cellular,16,aug,341,1,2,1,1,4,TRUE
19,services,married,secondary,no,325,yes,no,cellular,6,feb,465,2,2,2,4,13,FALSE
40,blue-collar,single,secondary,no,-302,no,no,unknown,7,may,62,3,3,6,1,2,FALSE
41,technician,married,primary,no,203,no,no,cellular,8,aug,205,3,3,8,2,9,TRUE
54,management,married,secondary,no,-657,yes,no,unknown,27,may,71,4,2,2,3,1,FALSE
84,blue-collar,single,primary,no,984,no,no,cellular,29,jan,311,1,2,2,1,11,FALSE
38,blue-collar,married,secondary,no,1436,no,no,cellular,4,aug,225,1,2,1,3,2,TRUE
83,blue-collar,married,secondary,no,445,yes,yes,unknown,5,jan,171,4,2,2,1,2,FALSE
61,management,single,tertiary,no,503,yes,no,cellular,27,may,88,2,3,2,1,10,TRUE
84,student,married,tertiary,no,4827,no,no,cellular,18,aug,300,2,3,3,3,1,TRUE
84,admin.,divorced,primary,no,-28,yes,no,cellular,20,may,197,1,1,6,1,13,FALSE
36,technician,married,primary,no,397,yes,no,unknown,13,jun,60,1,2,2,1,1,FALSE
67,unemployed,single,secondary,no,237,no,yes,unknown,13,jun,138,1,3,2,3,2,TRUE
71,housemaid,married,primary,no,2926,yes,no,cellular,19,nov,35,2,2,2,1,2,FALSE
39,admin.,single,secondary,no,1366,yes,no,unknown,8,may,113,1,1,1,1,13,FALSE
22,services,married,secondary,no,540,yes,no,cellular,13,aug,146,1,2,5,1,6,FALSE
37,technician,married,tertiary,no,285,no,no,cellular,20,may,401,1,1,1,3,8,FALSE
30,student,single,secondary,no,739,no,no,cellular,18,jun,104,2,3,2,1,2,FALSE
48,unemployed,married,secondary,no,1,no,no,unknown,24,aug,54,2,3,1,3,1,FALSE
22,blue-collar,married,secondary,no,155,no,no,cellular,6,may,104,2,3,4,9,2,FALSE
84,management,single,primary,no,29,yes,yes,unknown,19,nov,238,4,1,7,8,2,FALSE
23,self-employed,single,secondary,no,59,yes,no,unknown,19,may,226,3,3,4,4,13,FALSE
